"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jupyter-brooksch",,,,"User:","jovyan"
"Cmdline:","dstat -T --cpu --output datasets/si330_dstat.csv",,,,"Date:","12 Oct 2020 20:54:56 UTC"
"epoch","total cpu usage",,,,
1602536694.763,1.689,0.500,97.749,0.063,0
1602536695.763,0.188,0.125,99.687,0,0
1602536696.763,0.062,0.125,99.812,0,0
1602536697.763,0.502,0.439,99.059,0,0
1602536698.763,2.193,0.752,96.742,0.313,0
1602536699.763,0.251,0.125,99.561,0.063,0
1602536700.763,1.623,0.375,97.815,0.187,0
1602536701.763,3.383,0.564,95.865,0.188,0
1602536702.763,5.934,0.625,93.442,0,0
1602536703.763,1.190,0.125,98.684,0,0
1602536704.763,0.312,0.125,99.562,0,0
1602536705.763,0.250,0,99.750,0,0
1602536706.763,0.125,0.125,99.750,0,0
1602536707.763,0.250,0.376,99.374,0,0
1602536708.763,0.188,0,99.812,0,0
1602536709.763,0.376,0.125,99.436,0.063,0
1602536710.763,0.188,0.063,99.750,0,0
1602536711.763,1.940,0.375,97.622,0.063,0
1602536712.763,9.962,0.940,89.035,0.063,0
1602536713.763,6.203,0.627,93.108,0.063,0
1602536714.763,7.322,0.626,90.864,1.189,0
1602536715.763,3.820,0.376,94.991,0.814,0
1602536716.763,0.688,0.188,98.561,0.563,0
1602536717.763,0.628,0.251,99.121,0,0
1602536718.763,0.250,0.125,99.562,0.062,0
1602536719.763,0.313,0.063,99.562,0.063,0
1602536720.763,0.125,0.063,99.812,0,0
1602536721.763,0.125,0.063,99.812,0,0
1602536722.763,0.188,0.125,99.687,0,0
1602536723.763,0.188,0.063,99.750,0,0
1602536724.763,0.125,0.063,99.812,0,0
1602536725.763,0.877,0,99.123,0,0
1602536726.763,0.125,0,99.875,0,0
1602536727.763,0.376,0.564,99.061,0,0
1602536728.763,0.188,0.063,99.750,0,0
1602536729.763,0.687,0,99.250,0.062,0
1602536730.763,0.313,0.188,99.500,0,0
1602536731.763,0.125,0,99.875,0,0
1602536732.763,0.626,0.313,99.061,0,0
1602536733.763,0.125,0.063,99.812,0,0
1602536734.763,0.250,0,99.750,0,0
1602536735.763,0.250,0.063,99.687,0,0
1602536736.763,0.125,0,99.875,0,0
1602536737.763,0.500,0.438,99.062,0,0
1602536738.763,0.188,0.063,99.750,0,0
1602536739.763,0.188,0.063,99.687,0.063,0
1602536740.763,0.250,0.062,99.688,0,0
1602536741.763,0.501,0.125,99.374,0,0
1602536742.763,0.188,0.250,99.562,0,0
1602536743.763,0.250,0,99.750,0,0
1602536744.763,0.125,0.125,99.750,0,0
1602536745.763,0.313,0.063,99.562,0,0.063
1602536746.763,0.250,0.063,99.687,0,0
1602536747.763,0.188,0.501,99.312,0,0
1602536748.763,0.250,0.062,99.688,0,0
1602536749.763,0.250,0.063,99.625,0.063,0
1602536750.763,0.562,0,99.438,0,0
1602536751.763,0.188,0.062,99.750,0,0
1602536752.763,0.250,0.125,99.625,0,0
1602536753.763,0.188,0,99.812,0,0
1602536754.763,0.188,0,99.812,0,0
1602536755.763,0.313,0.063,99.625,0,0
1602536756.763,0.125,0.125,99.750,0,0
1602536757.763,0.501,0.188,99.311,0,0
1602536758.763,0.125,0.125,99.750,0,0
1602536759.763,0.250,0.125,99.562,0.063,0
1602536760.763,0.188,0.063,99.750,0,0
1602536761.763,0.125,0,99.875,0,0
1602536762.763,0.250,0.125,99.625,0,0
1602536763.763,0.188,0.063,99.749,0,0
1602536764.763,0.125,0.063,99.812,0,0
1602536765.763,0.188,0.063,99.750,0,0
1602536766.763,0.125,0.063,99.812,0,0
1602536767.763,0.376,0.250,99.374,0,0
1602536768.763,0.250,0.062,99.688,0,0
1602536769.763,0.375,0.063,99.375,0.188,0
1602536770.763,0.500,0.063,98.812,0.625,0
1602536771.763,0.250,0.063,99.687,0,0
1602536772.763,0.188,0.125,99.687,0,0
1602536773.763,0.250,0.063,99.687,0,0
1602536774.763,0.188,0.125,99.687,0,0
1602536775.763,0.250,0.063,99.687,0,0
1602536776.763,0.063,0.125,99.812,0,0
1602536777.763,0.251,0.439,99.311,0,0
1602536778.763,0.250,0.062,99.688,0,0
1602536779.763,0.251,0,99.749,0,0
1602536780.763,0.125,0,99.875,0,0
1602536781.763,0.439,0.063,99.436,0.063,0
1602536782.763,0.188,0.188,99.625,0,0
1602536783.763,0.188,0.125,99.688,0,0
1602536784.763,0.125,0,99.875,0,0
1602536785.763,0.188,0.125,99.688,0,0
1602536786.763,0.188,0.125,99.688,0,0
1602536787.763,0.626,0.501,98.874,0,0
1602536788.763,0.250,0,99.750,0,0
1602536789.763,0.313,0,99.625,0.063,0
1602536790.763,0.188,0.125,99.687,0,0
1602536791.763,0.500,0,99.500,0,0
1602536792.763,0.250,0.312,99.438,0,0
1602536793.763,0.624,0.062,99.314,0,0
1602536794.763,0.063,0.063,99.875,0,0
1602536795.763,0.125,0.063,99.812,0,0
1602536796.763,0.188,0,99.812,0,0
1602536797.763,0.502,0.251,99.247,0,0
1602536798.763,6.450,0.877,92.361,0.313,0
1602536799.763,0.626,0.188,99.186,0,0
1602536800.763,0.313,0.125,99.562,0,0
1602536801.763,0.188,0,99.812,0,0
1602536802.763,0.250,0.125,99.624,0,0
1602536803.763,0.689,0,99.249,0.063,0
1602536804.763,0.125,0,99.875,0,0
1602536805.763,0.250,0.063,99.687,0,0
1602536806.763,0.250,0.062,99.688,0,0
1602536807.763,0.439,0.188,99.373,0,0
1602536808.763,0.188,0.125,99.687,0,0
1602536809.763,0.313,0.063,99.625,0,0
1602536810.763,0.375,0.063,99.437,0.125,0
1602536811.763,0.126,0.063,99.812,0,0
1602536812.763,0.250,0.125,99.625,0,0
1602536813.763,0.188,0.063,99.750,0,0
1602536814.763,0.125,0.125,99.750,0,0
1602536815.763,0.188,0.063,99.750,0,0
1602536816.763,0.188,0.063,99.750,0,0
1602536817.763,0.376,0.251,99.373,0,0
1602536818.763,0.188,0.063,99.750,0,0
1602536819.763,0.624,0.125,99.251,0,0
1602536820.763,0.312,0.062,99.562,0.062,0
1602536821.763,0.125,0,99.875,0,0
1602536822.763,0.250,0.125,99.625,0,0
1602536823.763,0.188,0.125,99.687,0,0
1602536824.763,0.125,0.063,99.812,0,0
1602536825.763,0.250,0,99.750,0,0
1602536826.763,0.688,0.063,99.250,0,0
1602536827.763,0.812,0.250,98.938,0,0
1602536828.763,0.188,0.125,99.687,0,0
1602536829.763,0.250,0.125,99.625,0,0
1602536830.763,0.188,0.063,99.687,0.063,0
1602536831.763,0.500,0.062,99.438,0,0
1602536832.763,0.125,0.188,99.687,0,0
1602536833.763,0.250,0.063,99.687,0,0
1602536834.763,0.125,0,99.875,0,0
1602536835.763,0.562,0.062,99.376,0,0
1602536836.763,0.250,0,99.750,0,0
1602536837.763,0.688,0.501,98.811,0,0
1602536838.763,2.441,3.880,93.617,0.063,0
1602536839.763,0.688,0.188,99.124,0,0
1602536840.763,0.250,0.125,99.562,0.062,0
1602536841.763,0.250,0.125,99.625,0,0
1602536842.763,0.188,0.188,99.625,0,0
1602536843.763,0.188,0,99.812,0,0
1602536844.763,0.188,0.063,99.750,0,0
1602536845.763,0.188,0.063,99.749,0,0
1602536846.763,0.125,0.063,99.812,0,0
1602536847.763,0.564,0.501,98.935,0,0
1602536848.763,0.125,0.125,99.750,0,0
1602536849.763,0.749,0.125,99.126,0,0
1602536850.763,0.250,0.063,99.624,0.063,0
1602536851.763,0.438,0.188,99.375,0,0
1602536852.763,0.627,0.125,99.248,0,0
1602536853.763,0.250,0.063,99.687,0,0
1602536854.763,0.125,0.063,99.812,0,0
1602536855.763,0.250,0.062,99.688,0,0
1602536856.763,0.250,0.063,99.687,0,0
1602536857.763,1.123,0.250,98.565,0.062,0
1602536858.763,4.816,0.500,94.309,0.375,0
1602536859.763,6.328,0.188,93.484,0,0
1602536860.763,6.446,0.188,93.304,0.063,0
1602536861.763,6.442,0.125,93.433,0,0
1602536862.763,6.320,0.188,93.492,0,0
1602536863.763,5.688,0.312,93.562,0.438,0
1602536864.763,6.008,0.313,93.617,0.063,0
1602536865.763,6.683,0.187,93.129,0,0
1602536866.763,6.375,0.188,93.438,0,0
1602536867.763,6.637,0.313,93.049,0,0
1602536868.763,6.379,0.250,93.371,0,0
1602536869.763,6.808,0.187,92.442,0.562,0
1602536870.763,4.372,0.500,93.879,1.249,0
1602536871.763,6.324,0.125,93.550,0,0
1602536872.763,6.746,0.125,93.129,0,0
1602536873.763,6.446,0.125,93.429,0,0
1602536874.763,6.316,0.313,93.371,0,0
1602536875.763,6.383,0.125,93.492,0,0
1602536876.763,6.383,0.063,93.554,0,0
1602536877.763,4.825,0.689,93.922,0.564,0
1602536878.763,6.383,0.125,93.492,0,0
1602536879.763,6.504,0.188,93.308,0,0
1602536880.763,6.508,0.063,93.367,0.063,0
1602536881.763,6.442,0.125,93.433,0,0
1602536882.763,6.316,0.188,93.496,0,0
1602536883.763,6.004,0.250,93.183,0.563,0
1602536884.763,5.514,0.188,94.236,0.063,0
1602536885.763,6.504,0.125,93.371,0,0
1602536886.763,6.375,0.125,93.500,0,0
1602536887.763,6.462,0.376,93.162,0,0
1602536888.763,6.433,0.187,93.379,0,0
1602536889.763,6.442,0.125,93.371,0,0.063
1602536890.763,6.266,0.251,91.792,1.692,0
1602536891.763,5.197,1.440,93.175,0.188,0
1602536892.763,4.690,2.126,93.183,0,0
1602536893.763,4.819,1.940,93.242,0,0
1602536894.763,2.879,0.751,96.370,0,0
1602536895.763,0.250,0.063,99.687,0,0
1602536896.763,0.125,0.125,99.750,0,0
1602536897.763,0.376,0.251,99.373,0,0
1602536898.763,0.188,0.063,99.750,0,0
1602536899.763,0.313,0.063,99.625,0,0
1602536900.763,0.250,0,99.750,0,0
1602536901.763,0.250,0,99.687,0.063,0
1602536902.763,0.125,0.125,99.750,0,0
1602536903.763,0.250,0.063,99.687,0,0
1602536904.763,0.188,0.062,99.750,0,0
1602536905.763,0.250,0.125,99.625,0,0
1602536906.763,0.125,0,99.875,0,0
1602536907.763,0.502,0.502,98.996,0,0
1602536908.763,0.188,0.125,99.687,0,0
1602536909.763,0.313,0.125,99.562,0,0
1602536910.763,0.188,0.188,99.625,0,0
1602536911.763,0.250,0.063,99.625,0.063,0
1602536912.763,0.125,0.125,99.750,0,0
1602536913.763,0.251,0.125,99.624,0,0
1602536914.763,0.125,0.125,99.750,0,0
1602536915.763,0.188,0.063,99.750,0,0
1602536916.763,0.125,0.063,99.812,0,0
1602536917.763,0.376,0.251,99.373,0,0
1602536918.763,0.188,0.062,99.750,0,0
1602536919.763,0.250,0.063,99.687,0,0
1602536920.763,0.250,0.125,99.625,0,0
1602536921.763,0.188,0.125,99.624,0.063,0
1602536922.763,0.188,0.063,99.750,0,0
1602536923.763,0.250,0.063,99.687,0,0
1602536924.763,0.188,0.125,99.688,0,0
1602536925.763,0.312,0.125,99.562,0,0
1602536926.763,0.188,0.125,99.688,0,0
1602536927.763,0.375,0.500,99.126,0,0
1602536928.763,0.125,0,99.875,0,0
1602536929.763,0.188,0.188,99.624,0,0
1602536930.763,0.250,0,99.750,0,0
1602536931.763,0.251,0.063,99.624,0.063,0
1602536932.763,0.188,0,99.812,0,0
1602536933.763,0.250,0.125,99.625,0,0
1602536934.763,0.125,0.063,99.812,0,0
1602536935.763,0.125,0.063,99.812,0,0
1602536936.763,0.125,0.063,99.812,0,0
1602536937.763,0.437,0.499,99.064,0,0
1602536938.763,0.125,0.125,99.749,0,0
1602536939.763,0.313,0.188,99.500,0,0
1602536940.763,0.125,0,99.875,0,0
1602536941.763,0.312,0.125,99.500,0.062,0
1602536942.763,0.125,0.063,99.812,0,0
1602536943.763,0.250,0.250,99.500,0,0
1602536944.763,0.188,0.063,99.750,0,0
1602536945.763,0.125,0.063,99.812,0,0
1602536946.763,0.188,0,99.812,0,0
1602536947.763,0.313,0.376,99.311,0,0
1602536948.763,1.750,0.062,98.188,0,0
1602536949.763,0.501,0,99.499,0,0
1602536950.763,0.562,0.062,99.375,0,0
1602536951.763,0.313,0.063,99.562,0.063,0
1602536952.763,0.125,0.125,99.750,0,0
1602536953.763,0.250,0.188,99.562,0,0
1602536954.763,0.188,0.063,99.750,0,0
1602536955.763,0.251,0,99.749,0,0
1602536956.763,0.250,0.125,99.625,0,0
1602536957.763,0.375,0.625,99,0,0
1602536958.763,2.567,0.250,96.431,0.751,0
1602536959.763,0.188,0,99.812,0,0
1602536960.763,0.188,0.063,99.750,0,0
1602536961.763,0.250,0.125,99.562,0.063,0
1602536962.763,0.626,0.063,99.312,0,0
1602536963.763,0.375,0.125,99.500,0,0
1602536964.763,0.188,0,99.812,0,0
1602536965.763,0.188,0,99.812,0,0
1602536966.763,0.188,0.062,99.750,0,0
1602536967.763,0.314,0.439,99.247,0,0
1602536968.763,0.251,0,99.749,0,0
1602536969.763,0.312,0.125,99.563,0,0
1602536970.763,0.250,0.188,99.562,0,0
1602536971.763,0.313,0.063,99.562,0.063,0
1602536972.763,0.125,0.063,99.812,0,0
1602536973.763,0.188,0.188,99.625,0,0
1602536974.763,0.188,0,99.812,0,0
1602536975.763,0.250,0.125,99.625,0,0
1602536976.763,0.188,0,99.812,0,0
1602536977.763,0.439,0.313,99.248,0,0
1602536978.763,0.188,0.062,99.750,0,0
1602536979.763,0.250,0.063,99.687,0,0
1602536980.763,0.250,0.125,99.625,0,0
1602536981.763,0.313,0.063,99.562,0.063,0
1602536982.763,0.125,0.063,99.812,0,0
1602536983.763,0.250,0.063,99.687,0,0
1602536984.763,0.250,0.062,99.688,0,0
1602536985.763,0.188,0.125,99.687,0,0
1602536986.763,0.125,0.125,99.750,0,0
1602536987.763,0.375,0.438,99.187,0,0
1602536988.763,0.125,0.063,99.812,0,0
1602536989.763,0.375,0.063,99.312,0.250,0
1602536990.763,0.501,0,99.312,0.188,0
1602536991.763,0.625,0,99.312,0.063,0
1602536992.763,0.125,0.063,99.812,0,0
1602536993.763,0.313,0,99.624,0,0.063
1602536994.763,0.250,0.063,99.687,0,0
1602536995.763,0.125,0.063,99.812,0,0
1602536996.763,0.188,0.062,99.750,0,0
1602536997.763,0.375,0.375,99.249,0,0
1602536998.763,0.188,0.063,99.750,0,0
1602536999.763,0.188,0.063,99.750,0,0
1602537000.763,0.188,0.125,99.687,0,0
1602537001.763,0.313,0.125,99.499,0.063,0
1602537002.763,0.125,0,99.875,0,0
1602537003.763,0.313,0.125,99.561,0,0
1602537004.763,0.188,0.063,99.750,0,0
1602537005.763,0.188,0.063,99.750,0,0
1602537006.763,0.063,0.125,99.812,0,0
1602537007.763,0.438,0.375,99.187,0,0
1602537008.763,0.250,0.125,99.625,0,0
1602537009.763,0.125,0.125,99.750,0,0
1602537010.763,0.250,0,99.750,0,0
1602537011.763,0.502,0.125,98.934,0.439,0
1602537012.763,0.188,0.062,99.750,0,0
1602537013.763,0.562,0.188,99.250,0,0
1602537014.763,0.188,0.125,99.688,0,0
1602537015.763,0.376,0.063,99.561,0,0
1602537016.763,0.375,0.188,99.438,0,0
1602537017.763,0.375,0.375,99.249,0,0
1602537018.763,0.125,0.125,99.750,0,0
1602537019.763,0.188,0,99.812,0,0
1602537020.763,0.187,0.187,99.625,0,0
1602537021.763,0.313,0.063,99.562,0.063,0
1602537022.763,0.125,0,99.875,0,0
1602537023.763,0.188,0.125,99.687,0,0
1602537024.763,0.250,0.062,99.688,0,0
1602537025.763,0.250,0.062,99.688,0,0
1602537026.763,0.063,0.125,99.812,0,0
1602537027.763,0.565,0.376,99.059,0,0
1602537028.763,0.312,0.125,99.563,0,0
1602537029.763,0.125,0,99.875,0,0
1602537030.763,0.188,0.125,99.687,0,0
1602537031.763,0.376,0.063,99.562,0,0
1602537032.763,0.748,0.062,99.127,0.062,0
1602537033.763,0.188,0.188,99.625,0,0
1602537034.763,0.250,0.063,99.687,0,0
1602537035.763,0.626,0.063,99.311,0,0
1602537036.763,0.125,0.063,99.812,0,0
1602537037.763,0.438,0.313,99.249,0,0
1602537038.763,0.125,0.063,99.812,0,0
1602537039.763,0.188,0.063,99.750,0,0
1602537040.763,0.188,0.125,99.687,0,0
1602537041.763,0.250,0.063,99.687,0,0
1602537042.763,0.188,0.063,99.562,0.188,0
1602537043.763,0.188,0.125,99.687,0,0
1602537044.763,0.188,0.063,99.750,0,0
1602537045.763,0.313,0.063,99.625,0,0
1602537046.763,0.188,0.063,99.750,0,0
1602537047.763,0.375,0.313,99.312,0,0
1602537048.763,0.125,0.063,99.812,0,0
1602537049.763,0.250,0.063,99.687,0,0
1602537050.763,0.188,0,99.812,0,0
1602537051.763,0.188,0.063,99.750,0,0
1602537052.763,0.313,0.125,99.500,0.063,0
1602537053.763,0.250,0.125,99.625,0,0
1602537054.763,0.250,0.062,99.688,0,0
1602537055.763,0.313,0.063,99.625,0,0
1602537056.763,0.125,0,99.875,0,0
1602537057.763,0.501,0.313,99.186,0,0
1602537058.763,0.188,0.063,99.750,0,0
1602537059.763,0.188,0.125,99.687,0,0
1602537060.763,0.188,0.063,99.750,0,0
1602537061.763,0.375,0,99.625,0,0
1602537062.763,0.125,0.125,99.687,0.063,0
1602537063.763,0.125,0.125,99.750,0,0
1602537064.763,0.250,0,99.750,0,0
1602537065.763,0.438,0.063,99.500,0,0
1602537066.763,0.125,0,99.875,0,0
1602537067.763,0.313,0.251,99.373,0.063,0
1602537068.763,0.188,0.062,99.750,0,0
